City,Country,Date,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed
Mnogovershinnyy,RU,1562173262,53.94,139.92,100,88,51.2,7.87
Basco,US,1562173263,40.33,-91.2,1,70,90,5.82
Shuyskoye,RU,1562173263,59.37,41.03,100,93,55.34,8.79
Galeana,MX,1562173264,24.83,-100.08,47,56,73,1.01
Marzuq,YE,1562173264,14.4,46.47,93,38,84.5,3.13
Koslan,RU,1562173264,63.46,48.9,100,96,58.76,6.4
Haapsalu,EE,1562173265,58.95,23.55,0,51,60.01,20.8
Quzhou,CN,1562173265,28.97,118.86,100,98,74.06,0.63
Rila,BG,1562173265,42.13,23.13,75,64,75.99,3.36
Severo-Kurilsk,RU,1562172894,50.68,156.12,100,99,42.56,7.11
Nhulunbuy,AU,1562172932,-12.18,136.78,90,88,71.6,5.82
Rawson,AR,1562173036,-43.3,-65.11,0,51,40.22,17.45
Los Llanos de Aridane,ES,1562173266,28.66,-17.92,20,60,75.2,18.34
Paamiut,GL,1562173267,61.99,-49.67,0,78,42.74,26.28
Chokurdakh,RU,1562172939,70.62,147.9,100,85,37.88,6.58
La Ronge,CA,1562173040,55.1,-105.3,75,66,55.4,11.41
Byron Bay,AU,1562173267,-28.65,153.62,40,93,68,5.14
Petropavlovsk-Kamchatskiy,RU,1562173054,53.05,158.65,90,100,46.4,2.24
Araouane,ML,1562173268,18.9,-3.53,12,6,110.42,11.9
Conakry,GN,1562173268,9.52,-13.7,96,83,80.9,10.47
Wagar,US,1562173176,31.44,-87.99,85,76,87.01,3.71
Saint-Nazaire,FR,1562173206,47.27,-2.21,0,30,84.2,16.11
Bakel,SN,1562173269,14.9,-12.46,97,22,104.12,11.61
Biak,ID,1562173270,-0.91,122.88,86,97,63.26,2.19
Salalah,OM,1562172900,17.01,54.1,75,89,84.2,12.75
Jianhu,CN,1562173270,29.93,120.57,100,100,75.99,4.47
Calarasi,RO,1562173270,44.2,27.33,24,84,72.44,18.01
Konitsa,GR,1562173271,40.04,20.75,0,29,91.4,4.38
Bukachacha,RU,1562173271,52.99,116.91,34,97,51.2,5.59
Narsaq,GL,1562172962,60.91,-46.05,20,44,60.8,11.41
Mirnyy,RU,1562173271,56.57,36.46,85,92,51.38,13.51
Poronaysk,RU,1562173271,49.22,143.1,77,94,44.36,2.98
Bolobo,CD,1562173272,-2.17,16.23,88,46,85.04,2.04
Kirakira,SB,1562173272,-10.46,161.92,83,88,77.84,15.43
Bollate,IT,1562173272,45.54,9.12,40,41,91.99,5.82
Mount Vernon,US,1562173271,38.73,-77.1,1,55,91.99,5.82
Fochabers,GB,1562173273,57.61,-3.1,75,77,63,16.11
Helong,CN,1562173273,25.94,116.13,100,93,74.96,3.02
Toyooka,JP,1562173274,35.55,134.82,100,97,65.42,0.34
Ko Samui,TH,1562173274,9.54,99.94,100,77,83.42,16.06
Nanpara,IN,1562173274,27.87,81.5,54,47,93.68,8.52
Nortelandia,BR,1562173274,-14.45,-56.8,17,29,91.88,8.63
Rocha,UY,1562173072,-34.48,-54.34,75,64,46.52,20.67
Brigantine,US,1562173274,39.41,-74.36,1,55,91.99,4.7
Verkhoyansk,RU,1562173275,67.55,133.39,75,88,39.14,4.68
Itarema,BR,1562173275,-2.92,-39.92,6,64,84.68,10.94
Eydhafushi,MV,1562173276,5.1,73.07,86,70,83.6,6.67
Sur,OM,1562173276,22.57,59.53,0,79,80.9,13.18
Dalvik,SE,1562173276,57.79,14.13,41,47,59,12.75
Richards Bay,ZA,1562173029,-28.77,32.06,0,58,69.02,4.25
Fengcheng,CN,1562173276,40.45,124.07,0,87,58.4,0.47
Concord,US,1562173055,43.21,-71.54,20,35,90,4.47
Kudahuvadhoo,MV,1562172996,2.67,72.89,84,72,83.6,5.12
Calabozo,VE,1562173277,8.92,-67.43,13,66,85.76,4.76
Sarahan,IN,1562173277,31.51,77.79,0,50,65.24,5.19
San Cristobal,HN,1562173002,14.68,-86.92,89,30,85.94,12.5
Ankang,CN,1562173277,32.73,108.99,100,68,70.64,3.38
Fredericton,CA,1562172984,45.97,-66.65,90,72,69.01,4.7
Plast,RU,1562173278,54.37,60.81,98,91,54.62,5.99
Kununurra,AU,1562173278,-15.77,128.74,48,71,55.4,3.36
Westport,US,1562172899,41.14,-73.36,20,54,87.01,2.64
Yining,CN,1562173278,29.04,114.56,100,97,73.88,1.86
Cape Coast,GH,1562173278,5.11,-1.24,84,88,77.48,12.82
Batticaloa,LK,1562173279,7.71,81.69,84,72,79.28,3.31
Namatanai,PG,1562172984,-3.66,152.44,71,83,78.92,13.65
Margate,AU,1562172905,-43.03,147.26,0,86,42.01,9.17
West Wendover,US,1562173279,40.74,-114.07,1,31,75.2,4.7
Vanino,RU,1562173279,53.93,40.55,15,84,57.68,8.12
Gobabis,NA,1562173280,-22.45,18.97,0,9,69.8,3.36
Sambava,MG,1562173018,-14.27,50.17,56,96,65.24,3.31
Ust-Ilimsk,RU,1562173280,57.96,102.73,65,50,56.6,5.46
Buloh Kasap,MY,1562173280,2.55,102.76,75,94,78.8,0.72
Kaili,ID,1562173280,-3.46,120.21,31,94,58.58,2.55
Limoges,FR,1562173280,45.84,1.26,0,57,82,13.87
Charyshskoye,RU,1562173281,51.4,83.56,61,89,57.5,3.85
Ambilobe,MG,1562172909,-13.19,49.05,35,69,74.06,8.37
Pacific Grove,US,1562173126,36.62,-121.92,90,72,63,9.44
Jumla,NP,1562173281,29.28,82.18,95,96,56.78,2.82
Ucluelet,CA,1562173220,48.94,-125.55,90,87,66,5.82
Omsukchan,RU,1562173281,62.53,155.8,19,71,52.1,8.1
Port Macquarie,AU,1562172961,-31.43,152.91,90,93,59,5.82
Asadabad,IR,1562173282,34.78,48.12,0,9,91.4,6.93
Porosozero,RU,1562173282,62.72,32.71,97,88,58.04,3.49
Ekhabi,RU,1562173283,53.51,142.97,0,93,44,15.64
Guaruja,BR,1562173218,-23.99,-46.26,0,39,91.4,23.04
San Juan,AR,1562173283,-31.54,-68.53,0,35,46.88,5.28
Kralendijk,BQ,1562173200,12.15,-68.27,40,66,86,16.11
Cotonou,BJ,1562173284,6.37,2.43,99,83,78.74,9.48
Vardo,US,1562172953,39.62,-77.74,1,55,89.01,6.93
Songjianghe,CN,1562173285,42.18,127.48,15,97,56.42,4.25
Qiongshan,CN,1562173285,20.01,110.35,0,83,80.6,6.71
Ewa Beach,US,1562173285,21.32,-158.01,20,78,75.2,3.36
Abrau-Dyurso,RU,1562173285,44.7,37.6,0,83,78.01,6.71
Wyndham,GB,1562173285,51.61,-3.54,3,49,73,8.05
Kutum,SD,1562173286,14.2,24.66,58,24,89.18,15.01
Nakasongola,UG,1562173286,1.32,32.46,6,76,69.2,3.49
Shitanjing,CN,1562173286,39.23,106.34,24,29,75.99,5.01
Kurilsk,RU,1562173286,45.23,147.88,34,94,48.86,1.92
Beyneu,KZ,1562173287,45.32,55.19,0,37,84.32,12.17
Verkhovazhye,RU,1562173287,60.75,42.05,75,94,57.5,4.52
Malanje,AO,1562173287,-9.54,16.35,75,69,78.8,4.7
Yuryevets,RU,1562173288,57.32,43.11,0,82,56.96,9.06
Pontes e Lacerda,BR,1562173288,-15.23,-59.33,69,37,88.46,8.05
Tolmachevo,RU,1562173288,55.36,38.22,0,52,64.4,13.42
Constitucion,MX,1562173288,23.99,-104.67,20,43,73,13.42
Solnechnyy,RU,1562172941,50.72,136.64,0,78,53.72,1.61
Tura,RU,1562172911,64.27,100.22,0,46,56.24,4.81
Vestmanna,FO,1562173289,62.16,-7.17,54,100,50,13.87
Bubaque,GW,1562173002,11.28,-15.83,100,82,81.08,11.61
Winslow,GB,1562173289,51.94,-0.88,0,49,73.4,11.41
Kaduqli,SD,1562173290,11.01,29.72,24,66,80.9,7
Dubbo,AU,1562172892,-32.25,148.6,0,87,48.2,10.29
Quimper,FR,1562173291,48,-4.1,0,49,77,12.75
Dormidontovka,RU,1562173291,47.77,134.91,90,93,59.66,4.34
Chivilcoy,AR,1562173291,-34.9,-60.02,67,46,50.12,13.29
Chitipa,MW,1562173291,-9.7,33.27,5,78,59.66,7.23
Yar-Sale,RU,1562173291,66.83,70.83,45,65,68.84,8.88
Manuk Mangkaw,PH,1562172921,4.8,119.85,89,74,81.26,5.08
Oban,GB,1562173292,56.42,-5.47,75,82,57.99,12.75
Eberswalde,DE,1562173292,52.84,13.8,0,42,70,8.05
Pitimbu,BR,1562173292,-7.47,-34.81,75,94,75.2,4.7
Cherdyn,RU,1562173292,60.4,56.48,95,97,58.76,2.82
Visnes,NO,1562173293,59.36,5.22,75,71,52,11.41
Tangzhai,CN,1562173293,26.73,109,88,84,70.46,1.66
Deputatskiy,RU,1562173293,69.3,139.9,86,90,37.7,5.21
Ahipara,NZ,1562173023,-35.17,173.16,99,93,62.18,12.66
Astana,KZ,1562173293,51.13,71.43,75,87,59,17.9
Matamoros,US,1562173294,25.87,-97.51,75,62,90,14.99
Isangel,VU,1562173024,-19.55,169.27,59,75,74.42,3.85
Putol,PH,1562173294,13.99,120.73,20,70,86,2.24
Avera,US,1562172902,33.19,-82.53,1,59,96.8,4.7
Udachnyy,RU,1562173294,66.42,112.4,90,57,50,2.24
Lesozavodsk,RU,1562173294,45.47,133.42,92,97,57.14,7.18
Mount Isa,AU,1562172904,-20.73,139.49,0,30,55.4,3.36
Marawi,PH,1562173295,8,124.29,96,93,73.99,3
Khorixas,NA,1562173295,-20.37,14.96,0,9,69.38,9.62
Raglan,AU,1562173296,-23.72,150.82,90,60,68,9.17
Saldanha,PT,1562172947,41.42,-6.55,98,21,87.56,7.58
Bajil,ES,1562173297,38.23,-2.07,0,41,82.99,8.99
Klaksvik,FO,1562172971,62.23,-6.59,42,100,50,13.87
Bonavista,CA,1562172782,48.65,-53.11,92,84,55,5.99
Ulaangom,MN,1562173297,49.98,92.07,14,48,59.66,5.41
Zhigansk,RU,1562173017,66.77,123.37,12,73,43.64,10.22
Japura,ID,1562172893,-0.42,102.29,70,97,74.06,1.36
Lensk,RU,1562173297,60.71,114.91,46,77,42.74,3.74
Okhotsk,RU,1562173003,59.36,143.24,100,87,48.32,12.62
Mariinsk,RU,1562173298,56.21,87.75,1,97,61.64,6.46
Port Lincoln,AU,1562173018,-34.72,135.86,0,76,57.86,18.99
Novikovo,RU,1562173298,51.15,37.89,65,77,61.82,7.7
Whitianga,NZ,1562173298,-36.83,175.7,100,98,61,4
Bloomsburg,US,1562173298,41,-76.45,75,69,82.99,4.7
Bowen,AU,1562173299,-20.01,148.25,40,82,70,6.93
Vila Franca do Campo,PT,1562173069,37.72,-25.43,20,73,71.6,14.99
Coquimbo,CL,1562172896,-29.95,-71.34,0,67,57.2,9.17
Sterlitamak,RU,1562173299,53.63,55.95,0,90,58.4,8.52
Prince Rupert,CA,1562172960,54.32,-130.32,90,100,53.6,4.7
Liverpool,GB,1562173075,53.41,-2.98,0,52,69.01,9.17
Togur,RU,1562173300,58.36,82.83,0,77,68.66,2.53
Yertsevo,RU,1562173300,60.8,40.09,80,94,57.32,4.45
Isilkul,RU,1562173300,54.9,71.26,67,86,57.5,10.38
Pasighat,IN,1562173300,28.06,95.33,90,96,73.16,1.77
Dolni Bousov,CZ,1562173301,50.44,15.13,0,30,75.99,9.17
Chulman,RU,1562173301,56.84,124.9,25,95,37.88,4.25
Bagdarin,RU,1562173301,54.44,113.59,26,93,48.86,3.33
Montes Claros,BR,1562173301,-16.73,-43.87,0,24,89.6,9.17
Todos Santos,MX,1562173302,23.45,-110.23,5,45,90,5.97
Broome,GB,1562173019,52.47,1.45,40,63,70,8.05
Veraval,FR,1562173302,49.65,0.71,0,38,73.99,12.75
Sibolga,ID,1562173302,1.74,98.78,100,75,82.7,5.08
Voh,NC,1562173302,-20.95,164.69,39,72,69.2,4.7
Katobu,ID,1562172983,-4.94,122.53,94,93,72.08,4.41
Fort Abbas,PK,1562173303,29.19,72.85,2,18,104.3,9.8
Pisco,PE,1562172955,-13.71,-76.2,90,30,71.6,6.93
Quelimane,MZ,1562173303,-17.88,36.89,20,73,75.2,8.05
Pamantingan,PH,1562173303,6.7,124.46,57,81,77.3,4.18
Cabra,ES,1562173304,37.47,-4.43,0,40,93.2,12.75
Skrunda,LV,1562173304,56.68,22.02,8,67,60.8,14.99
Cururupu,BR,1562173304,-1.82,-44.87,7,53,87.2,7.4
Rundu,NA,1562173304,-17.91,19.77,0,16,73.4,5.82
Chifeng,CN,1562173305,42.27,118.96,0,48,66.68,5.28
Gland,CH,1562173305,46.42,6.27,40,61,80.01,3.36
Mbekenyera,TZ,1562173305,-10,38.98,32,54,72.62,5.21
Omboue,GA,1562173071,-1.57,9.26,0,87,73.16,15.99
Sinnamary,GF,1562173016,5.38,-52.96,0,76,80.72,12.15
Chunskiy,RU,1562173305,56.08,99.63,66,86,60.38,3.69
Yarada,IN,1562173306,17.65,83.27,75,79,86,9.17
Tarakan,ID,1562173306,3.3,117.63,100,91,74.78,9.89
Griffith,AU,1562173306,-34.29,146.06,0,93,44.6,14.99
Ust-Kuyga,RU,1562173306,70,135.55,100,92,39.14,3.6
Raudeberg,NO,1562173306,61.99,5.14,75,81,48.2,13.87
Baghdad,IQ,1562173096,33.3,44.38,0,18,96.8,9.17
Monteagudo,BO,1562173307,-19.8,-63.96,90,82,57.2,5.64
Gladstone,AU,1562173307,-23.84,151.26,90,60,68,9.17
Aksarka,RU,1562172978,66.56,67.8,34,54,73.16,8.48
Azangaro,PE,1562173308,-14.91,-70.2,0,13,59,6.93
Aswan,EG,1562173051,24.09,32.9,0,12,104,16.11
Camapua,BR,1562173308,-19.53,-54.04,67,45,78.2,14.76
Yerbogachen,RU,1562173078,61.28,108.01,13,63,49.22,1.54
Hudson Bay,CA,1562173309,52.86,-102.4,23,48,61.46,11.56
Humaita,AR,1562173309,-24.93,-65.37,20,47,57.2,12.75
Dobryanka,RU,1562173309,58.45,56.42,40,100,64.4,1.23
Mandiana,GN,1562173309,10.62,-8.7,99,72,85.04,4.29
Cumra,TR,1562173080,37.57,32.77,0,16,86,13.87
Puerto Escondido,MX,1562173310,15.86,-97.07,90,48,87.8,9.17
Baijiantan,CN,1562173310,45.63,85.18,0,23,78.02,20.47
Rodnykove,UA,1562173310,47.68,37.95,4,58,74.06,5.84
Oktyabrskiy,RU,1562173070,55.61,37.97,40,55,64.4,11.18
Swift Current,CA,1562173165,50.29,-107.8,40,72,59,4.7
Buin,CL,1562173311,-33.73,-70.74,2,50,55.4,6.93
Toktogul,KG,1562173311,41.87,72.95,47,78,52.28,4.25
Lakes Entrance,AU,1562172970,-37.88,147.99,9,93,39.99,5.08
Nanortalik,GL,1562172918,60.14,-45.24,31,90,36.8,0.47
Terrasini,IT,1562173311,38.15,13.08,0,78,87.8,17.22
Dergachi,RU,1562173311,51.24,48.77,12,67,67.94,5.84
Bafoulabe,ML,1562173312,13.81,-10.83,33,28,100.52,7.96
Bonga,ET,1562173312,7.26,36.25,100,99,56.78,0.2
Kanda,JP,1562173312,35.7,139.76,75,94,75.99,17.22
Pimenta Bueno,BR,1562173312,-11.68,-61.19,0,34,91.88,7.45
Orlik,PL,1562173312,53.95,17.74,20,44,61,20.8
Emba,CY,1562173009,34.81,32.42,0,65,82.4,12.75
Tazovskiy,RU,1562173313,67.47,78.7,0,57,60.74,7.29
Joao Pinheiro,BR,1562173221,-17.74,-46.17,0,28,82.52,8.32
Okakarara,NA,1562173314,-20.59,17.46,0,19,49.94,7.72
Timmins,CA,1562173314,48.48,-81.33,40,42,82.4,3.36
Hengshui,CN,1562173314,37.73,115.7,0,33,80.18,8.37
Greenville,US,1562173314,34.85,-82.4,1,52,93.99,3.36
Charagua,BO,1562173314,-19.79,-63.2,90,82,57.2,6.4
Cap-aux-Meules,CA,1562173314,47.38,-61.86,75,81,53.6,10.29
Chapais,CA,1562173034,49.78,-74.86,1,41,77,6.93
Ode,NG,1562173316,8.45,4.32,66,86,77.84,3.96
Broceni,LV,1562173316,56.7,22.53,20,60,56.42,6.33
Siderno,IT,1562173317,38.28,16.3,20,66,89.6,12.75
Simplicio Mendes,BR,1562173317,-7.85,-41.91,8,29,95.12,2.98
Ambanja,MG,1562173317,-13.68,48.45,26,64,79.64,5.53
Kyzyl-Suu,KG,1562173317,42.34,78,100,74,63.44,26.31
Hals,AT,1562173318,48.59,13.46,20,41,77,12.75
Whitecourt,CA,1562173318,54.14,-115.68,90,81,51.8,9.17
San Rafael,AR,1562173318,-34.61,-68.33,0,29,52.28,9.28
Camacha,PT,1562172970,33.08,-16.33,75,60,73.4,14.99
Acapulco,MX,1562173142,16.86,-99.88,5,55,89.6,5.82
Makakilo City,US,1562172615,21.35,-158.09,75,88,75.2,3.36
Hualmay,PE,1562173047,-11.1,-77.61,37,82,62.72,13.51
Praia da Vitoria,PT,1562173320,38.73,-27.07,40,78,73.4,7.38
Bosaso,SO,1562173320,11.28,49.18,43,71,88.82,6.46
Lira,UG,1562173320,2.25,32.9,87,89,66.32,4.07
Castanos,MX,1562173321,26.78,-101.42,40,65,91,5.35
Sorland,NO,1562172931,67.67,12.69,20,81,55.4,14.99
Lufilufi,WS,1562173321,-13.87,-171.6,100,80,81.26,29.21
Magadan,RU,1562173322,59.56,150.8,85,95,44.36,8.79
Meiganga,CM,1562173322,6.52,14.29,98,93,69.2,4.18
Matara,BI,1562172960,-3.48,29.48,20,61,82.4,13.87
Cartagena,ES,1562173204,37.63,-1,40,69,87.8,12.75
Luganville,VU,1562173322,-15.51,167.18,36,97,69.56,0.81
Vikarabad,IN,1562173322,17.34,77.9,75,88,80.6,9.17
Itoman,JP,1562173323,26.12,127.67,40,88,82.4,10.29
Jiayuguan,CN,1562173323,39.77,98.29,47,20,80.72,6.87
Solton,RU,1562173323,52.84,86.48,71,88,57.68,1.72
Martapura,ID,1562173039,-3.41,114.85,0,92,76.04,3.47
Oloron-Sainte-Marie,FR,1562173323,43.19,-0.61,0,51,87.01,9.17
Leopold,US,1562173324,38.1,-86.58,40,100,88,4.76
Harper,US,1562172921,30.3,-99.24,40,65,82.99,9.17
Lixourion,GR,1562173324,38.2,20.43,0,83,87.8,6.93
Sao Sebastiao,BR,1562173324,-3.15,-58.36,40,62,89.6,4.7
Nanakuli,US,1562172996,21.39,-158.15,75,88,75.2,3.36
Palu,ID,1562173325,-0.9,119.87,37,88,71.54,4.52
Rosario do Sul,BR,1562173325,-30.26,-54.91,0,52,52.46,12.33
Alges,PT,1562173155,38.7,-9.23,40,72,77,11.41
La Romana,DO,1562173326,18.43,-68.97,75,83,86,11.41
Gravelbourg,CA,1562173326,49.88,-106.56,37,50,65.06,6.11
Moranbah,AU,1562172897,-22,148.04,89,79,62,17.83
Merauke,ID,1562173326,-8.49,140.4,52,82,76.04,18.7
Balikpapan,ID,1562172912,-1.24,116.86,43,98,69.56,1.74
Kautokeino,NO,1562173326,69.01,23.04,100,94,44,13.78
Nizhniy Odes,RU,1562173327,63.64,54.86,86,87,62.18,7.92
Zharkent,KZ,1562173327,44.17,80,100,76,54.08,1.83
Tullahoma,US,1562173327,35.36,-86.21,1,78,87.01,3.36
Ca Mau,VN,1562173327,9.18,105.15,99,90,77.12,3.09
Yatou,CM,1562173052,3.63,9.81,75,83,80.6,4.7
Tabou,CI,1562173046,4.42,-7.36,100,91,75.14,5.79
Reconquista,AR,1562173328,-29.14,-59.64,0,44,58.04,9.53
Sechura,PE,1562173328,-5.56,-80.82,71,85,64.7,8.95
Imeni Poliny Osipenko,RU,1562173328,52.42,136.49,9,94,54.8,1.63
Pingyin,CN,1562173328,36.28,116.45,43,32,83.24,7.11
Susner,IN,1562173328,23.94,76.1,100,76,80.54,23.69
Manavalakurichi,IN,1562173329,8.13,77.3,40,83,82.4,4.7
Deori,IN,1562173329,23.12,78.69,100,90,76.58,14.56
Sinjar,SY,1562173329,35.59,37,0,51,75.68,14.34
Prince George,CA,1562173202,53.92,-122.75,90,93,51.8,3
Tabas,IR,1562173325,33.6,56.92,0,17,98.6,6.93
Gabriel Leyva Solano,MX,1562173330,25.66,-108.64,40,55,93,18.34
Pyshchug,RU,1562173330,58.89,45.71,35,96,54.62,5.66
Lydenburg,ZA,1562173330,-25.1,30.46,0,58,55,2.53
Puyang,CN,1562173330,35.76,115.02,100,39,85.76,7.67
Dakar,SN,1562173312,14.69,-17.45,0,46,91.4,14.99
Galveston,US,1562173331,40.58,-86.19,75,74,86,4.03
Rabo de Peixe,PT,1562173331,37.8,-25.58,20,73,71.6,14.99
Cortes,PH,1562173332,9.28,126.19,85,71,81.44,4.92
Roald,NO,1562172912,62.58,6.12,75,87,46.4,18.34
Barrhead,CA,1562173333,54.12,-114.4,1,76,57.2,9.17
Verkh-Usugli,RU,1562173333,52.7,115.17,50,96,49.22,2.86
Ust-Maya,RU,1562173333,60.42,134.54,93,90,49.94,3.67
Jardim,BR,1562173334,-21.48,-56.15,100,91,66.68,6.53
Toamasina,MG,1562173334,-18.17,49.38,20,94,68,2.24
Sabla,NG,1562173334,12.75,4.71,18,30,98.9,4.85
Ayna,ES,1562173334,38.55,-2.07,0,18,91.4,12.75
Mahibadhoo,MV,1562173335,3.78,72.97,100,68,83.78,3.4
Ushtobe,KZ,1562173335,45.25,77.98,97,57,72.26,9.13
Port-Cartier,CA,1562172958,50.03,-66.88,40,63,66.2,8.05
Mombetsu,JP,1562173335,44.35,143.35,10,79,59,1.99
Cuamba,MZ,1562173335,-14.8,36.54,57,67,69.02,10.22
Nador,MA,1562173336,35.17,-2.93,0,69,80.6,12.75
Atherton,AU,1562173336,-17.27,145.48,3,77,62.6,5.82
Komsomolskiy,RU,1562173336,67.55,63.78,20,60,72.98,11.03
Torbat-e Jam,IR,1562173337,35.24,60.63,0,27,68.12,12.19
Agustin Codazzi,CO,1562173256,10.03,-73.24,18,42,94.94,6.78
Lokosovo,RU,1562173337,61.13,74.84,62,79,66.68,6.71
Sao Caetano de Odivelas,BR,1562173338,-0.75,-48.02,3,74,83.24,14.32
Lantawan,PH,1562173338,10.62,123.98,75,88,78.8,3.36
Berlevag,NO,1562173338,70.86,29.09,90,93,46.4,3.36
Ola,RU,1562172927,59.58,151.3,44,94,44.54,8.86
Saint George,GR,1562172990,39.45,22.34,0,27,96.8,8.05
Tres Arroyos,AR,1562173338,-38.38,-60.28,68,57,45.08,20.09
Deloraine,AU,1562173339,-41.53,146.66,0,100,42.01,3.36
Williston,US,1562173339,48.15,-103.62,75,72,66.99,8.05
Mandla,IN,1562173339,22.6,80.37,100,93,75.32,5.73
Sembakung,ID,1562173340,3.82,117.25,96,97,71.54,1.07
Flin Flon,CA,1562172894,54.77,-101.88,75,54,57.2,10.29
Pochutla,MX,1562173340,15.74,-96.47,75,52,91,4.45
Along,IN,1562173341,28.17,94.8,94,96,61.82,1.9
Nongstoin,IN,1562173341,25.52,91.27,82,97,72.98,3.91
Leh,IN,1562173341,34.16,77.58,0,42,38.24,4.7
Murdochville,CA,1562173341,48.96,-65.49,100,69,66.5,3.69
Mahina,ML,1562173341,13.76,-10.85,33,28,100.52,7.96
Jalu,LY,1562173342,29.03,21.55,0,20,87.56,8.21
Latung,ID,1562173342,-8.45,120.42,75,83,70.46,4.47
Nizwa,OM,1562173343,22.93,57.53,5,46,84.68,2.08
Tomatlan,MX,1562173343,19.93,-105.25,0,57,86.3,8.93
Bartica,GY,1562173344,6.41,-58.62,75,83,82.4,6.93
Letterkenny,IE,1562173344,54.95,-7.73,90,72,60.8,10.29
Zatoka,PL,1562173344,50.04,20.52,0,28,71.6,13.87
Juneau,US,1562173222,58.3,-134.42,75,87,64,5.82
Liaocheng,CN,1562173344,36.44,115.96,87,30,83.6,6.24
Jiuquan,CN,1562173345,39.73,98.49,47,20,80.72,6.87
Takoradi,GH,1562173177,4.89,-1.75,99,90,76.4,6.85
Mandali,IQ,1562173345,33.75,45.55,0,9,94.04,11.86
Tambovka,RU,1562173345,47.32,47.38,57,72,74.78,1.9
Taungdwingyi,MM,1562173345,20,95.55,22,92,76.76,9.13
Bobon,PH,1562173346,12.53,124.56,84,87,76.58,4.61
Soyo,AO,1562173346,-6.13,12.37,9,80,72.8,8.21
Delmas,HT,1562173346,18.55,-72.29,20,55,89.6,6.93
Asheville,US,1562173127,35.6,-82.55,1,48,90,5.82
Adamovka,RU,1562173346,51.52,59.94,5,85,61.1,11.16
Blythe,US,1562173347,33.61,-114.59,1,14,95,10.29
Mogzon,RU,1562173347,51.74,111.97,50,96,51.92,4.16
Sale,AU,1562173347,-38.11,147.06,42,93,34,1.28
Sao Miguel,BR,1562173347,4.52,-61.01,77,92,73.7,3.24
Cam Ranh,VN,1562173347,11.92,109.15,20,74,82.4,10.29
Mansa,IN,1562173348,23.43,72.66,75,79,86,8.05
Synya,RU,1562173348,65.37,58.04,21,60,68.84,5.1
Le Port,FR,1562173348,42.87,1.37,100,63,84.99,7
Mier,IT,1562173348,46.13,12.19,75,94,70,6.93
Fallon,US,1562173349,46.84,-105.12,90,67,62.6,3.36
Launceston,AU,1562172861,-41.43,147.14,0,94,37,3.36
Maniitsoq,GL,1562173349,65.42,-52.9,99,88,40.4,6.33
Leshukonskoye,RU,1562173349,64.9,45.76,100,93,60.38,4.56
Lumut,BN,1562173349,4.66,114.45,75,83,82.4,2.24
Salina,US,1562173350,38.84,-97.61,20,69,86,8.05
Washington DC.,US,1562173146,38.9,-77.04,1,55,90,5.82
Alizai,PK,1562173350,33.94,71.55,0,16,104.12,2.89
Antofagasta,CL,1562173055,-23.65,-70.4,75,62,59,11.41
Taksimo,RU,1562173350,56.36,114.84,0,61,44.72,7.74
Nyagan,RU,1562173350,62.14,65.43,89,64,69.56,4.94
Neuquen,AR,1562173351,-38.95,-68.06,0,81,46.4,3.36
Olinda,AU,1562173023,-37.84,145.39,1,100,48.99,5.82
Miranda,BR,1562173351,-20.24,-56.38,82,88,68.3,2.01
Leova,MD,1562173351,46.48,28.25,97,85,68.66,4.83
Auki,NG,1562173351,12.18,6.51,22,49,88.64,8.39
Talcahuano,CL,1562173351,-36.72,-73.12,75,93,55.4,10.29
Dunmore East,IE,1562173352,52.15,-6.99,53,62,71.01,5.01
Tiruchchendur,IN,1562173352,8.48,78.12,73,75,81.26,16.62
Fatehabad,IN,1562173125,27.03,78.3,20,40,98.18,4.7
Tezu,IN,1562173353,27.93,96.16,77,88,75.5,3.22
Comodoro Rivadavia,AR,1562173353,-45.87,-67.48,40,64,39.2,10.29
Bongandanga,CD,1562173353,1.51,21.07,95,83,76.58,2.95
Lake City,US,1562173113,38.03,-107.32,1,24,77,5.82
Gigmoto,PH,1562173355,13.78,124.39,100,72,83.06,3.44
Paso de Carrasco,UY,1562173355,-34.86,-56.05,40,66,48.2,17.22
Palana,RU,1562173355,59.08,159.95,1,77,47.42,17.9
Huangmei,CN,1562173356,30.1,115.95,99,90,76.04,5.5
Ippy,CF,1562173055,6.26,21.2,84,94,70.46,2.75
Tutubigan,PH,1562173357,11.84,125.06,100,98,72.08,1.21
Grand-Lahou,CI,1562173357,5.24,-5,100,91,76.58,5.55
Marsh Harbour,BS,1562173357,26.54,-77.06,100,70,83.6,3.65
Speedway,US,1562173357,39.8,-86.27,75,66,89.01,9.17
Ixtapa,MX,1562173056,20.71,-105.21,5,42,88,6.62
Nizhniy Kuranakh,RU,1562173358,58.84,125.49,100,78,44.54,5.57
Bereda,ES,1562173358,43.27,-7.54,20,65,80.6,8.05
Pascagoula,US,1562173358,30.37,-88.56,1,69,90,1.9
Elko,US,1562173329,40.83,-115.76,1,42,73.99,1.97
Xingyi,CN,1562173359,24.19,102.82,45,97,60.74,3.4
Aksha,RU,1562173359,50.28,113.29,25,77,57.68,4.45
Buraydah,SA,1562173359,26.33,43.97,0,18,105.8,6.93
Keti Bandar,PK,1562173360,24.14,67.45,12,85,83.96,15.84
